id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1557,4.24,1.82,13229,13665,437,Car,1,407.85,22.31,24.12,23.39,40.59,1.80,32.74,0
1558,3.84,1.82,13236,13639,404,Car,1,408.73,25.20,25.57,25.37,25.63,1.00,14.69,0
1559,4.95,2.02,13245,13536,292,Car,2,408.00,34.69,35.44,35.06,59.10,1.69,16.50,0
1560,4.14,1.92,13251,13687,437,Car,1,407.27,22.22,23.95,23.36,14.80,0.65,21.88,0
1561,4.24,1.82,13257,13668,412,Car,1,409.46,24.76,25.05,24.92,17.26,0.69,-1.00,0
1562,4.75,1.82,13260,13639,380,Car,1,407.93,26.74,27.36,26.92,31.85,1.18,33.82,0
1563,4.35,2.02,13266,13551,286,Car,2,402.68,33.80,36.21,35.37,50.36,1.39,13.24,0
1564,6.87,2.50,13268,13688,421,Truck,1,407.23,23.74,24.62,24.25,7.64,0.31,35.78,1
1565,4.65,1.92,13281,13679,399,Car,1,409.28,24.82,26.23,25.72,19.47,0.77,-1.00,0
1566,4.95,2.22,13289,13701,413,Car,1,408.67,24.04,25.89,24.80,6.80,0.28,12.21,0
1567,4.95,1.92,13310,13703,394,Car,1,408.80,25.56,27.00,26.02,20.69,0.77,20.14,0
1568,3.94,1.92,13315,13727,413,Car,1,408.46,24.40,25.67,24.79,22.19,0.89,36.55,0
1569,4.14,1.92,13316,13593,278,Car,2,410.05,35.66,38.50,37.03,82.64,2.18,33.84,0
1570,4.35,1.82,13329,13658,330,Car,2,408.82,30.25,32.16,31.08,166.55,5.47,-1.00,0
1571,4.95,1.92,13339,13749,411,Car,1,408.19,24.53,25.25,24.90,16.95,0.68,24.62,0
1572,4.75,1.92,13359,13749,391,Car,1,407.53,25.53,26.92,26.13,42.47,1.63,35.69,0
1573,4.75,1.92,13380,13767,388,Car,1,407.53,25.30,27.01,26.32,13.87,0.52,14.44,0
1574,3.74,1.72,13389,13761,373,Car,2,408.64,25.21,29.60,27.46,69.47,2.75,-1.00,0
1575,4.55,1.82,13395,13694,300,Car,2,411.13,33.49,35.54,34.40,110.79,3.31,-1.00,0
1576,4.45,1.92,13400,13793,394,Car,1,408.09,25.19,26.59,25.97,17.04,0.67,37.57,0
1577,16.78,2.50,13407,13843,437,Truck,1,407.10,22.90,23.62,23.35,128.75,5.47,93.26,0
1578,4.14,1.92,13419,13820,402,Car,1,409.13,25.06,25.69,25.51,67.72,2.66,64.14,0
1579,4.55,1.92,13421,13817,397,Car,1,410.06,24.98,26.60,25.90,18.49,0.72,14.85,0
1580,5.26,2.02,13451,13848,398,Car,1,408.46,24.75,27.26,25.73,23.87,0.94,39.06,0
1581,4.45,1.92,13457,13863,407,Car,1,409.31,24.70,25.66,25.21,33.48,1.32,301.89,0
1582,2.83,1.62,13462,13805,344,Car,2,409.10,29.45,30.38,29.83,270.67,9.17,-1.00,0
1583,11.82,2.50,13474,13911,438,Truck,1,407.89,23.07,23.73,23.34,50.76,2.19,84.78,0
1584,4.04,1.72,13477,13868,392,Car,1,409.37,25.40,26.94,26.19,16.04,0.61,15.91,0
1585,3.64,1.82,13495,13888,394,Car,1,402.45,24.84,27.44,25.61,28.22,1.11,15.15,0
1586,16.67,2.50,13506,13949,444,Truck,2,409.55,22.31,23.99,23.12,103.66,4.64,-1.00,0
1587,3.33,1.72,13509,13834,326,Car,2,404.49,30.18,32.24,31.14,40.22,1.25,23.72,0
1588,4.95,2.02,13511,13963,453,Car,1,407.64,21.90,23.29,22.55,29.23,1.25,635.01,0
1589,4.35,1.92,13538,13923,386,Car,1,408.32,25.82,28.07,26.53,27.41,1.03,14.66,0
1590,10.71,2.22,13549,13992,444,Car,2,411.14,22.78,23.89,23.21,28.29,1.23,46.32,0
1591,4.85,2.02,13551,13934,384,Car,1,408.94,26.26,26.97,26.71,66.46,2.47,53.04,0
1592,4.14,1.92,13566,13951,386,Car,1,408.46,25.79,27.32,26.54,10.94,0.41,36.69,0
1593,3.84,1.82,13580,13968,389,Car,1,407.29,25.36,27.69,26.26,40.15,1.49,75.16,0
1594,9.50,2.50,13603,14055,453,Truck,1,407.59,21.99,23.60,22.55,68.43,3.05,65.43,0
1595,4.75,1.82,13604,13899,296,Car,2,402.97,33.19,35.07,34.15,86.42,2.49,35.90,1
1596,4.45,1.92,13604,13999,396,Car,1,408.75,25.32,26.87,25.88,34.91,1.31,76.62,0
1597,4.85,2.02,13613,13994,382,Car,1,406.88,26.10,28.21,26.71,22.22,0.85,22.68,0
1598,4.24,1.82,13618,13885,268,Car,2,410.20,35.92,40.40,38.45,12.34,0.34,4.73,0
1599,4.55,1.82,13618,13939,322,Car,2,410.47,31.00,33.08,31.99,16.91,0.54,406.33,0
1600,4.65,1.82,13623,14012,390,Car,1,407.99,25.50,27.32,26.23,9.61,0.35,10.69,0
1601,20.01,2.50,13633,14052,420,Truck,2,407.69,23.36,24.83,24.34,39.88,1.64,30.42,0
1602,3.84,1.82,13639,14012,374,Car,1,409.78,26.23,29.65,27.47,14.58,0.55,12.61,0
1603,6.06,2.12,13642,13962,321,Car,2,411.65,31.51,33.16,32.18,23.51,0.72,58.95,0
1604,4.65,1.82,13653,14034,382,Car,1,409.08,26.12,28.69,26.85,18.76,0.70,14.50,0
1605,7.07,2.50,13658,14115,458,Truck,1,407.15,21.58,23.16,22.28,43.75,1.92,192.52,0
1606,4.75,1.92,13666,13948,283,Car,2,409.40,35.03,37.77,36.32,63.97,1.82,-1.00,0
1607,3.84,1.82,13686,14069,384,Car,1,410.10,25.72,28.55,26.78,51.21,1.79,-1.00,0
1608,4.75,2.02,13710,14072,363,Car,1,408.11,27.40,29.40,28.20,37.43,1.36,22.62,0
1609,4.24,1.92,13717,14088,372,Car,1,407.40,25.12,30.43,27.46,13.21,0.49,7.47,0
1610,12.03,2.50,13720,14150,431,Truck,2,408.43,22.16,25.31,23.75,69.93,3.15,174.36,0
1611,4.85,1.92,13731,14049,319,Car,2,411.10,30.56,33.57,32.34,106.57,3.33,283.51,0
1612,4.35,1.82,13740,14009,270,Car,2,409.12,36.58,38.72,38.04,89.91,2.32,63.68,0
1613,6.06,2.32,13753,14130,378,Car,1,409.23,25.62,27.93,27.14,36.92,1.38,23.93,0
1614,4.24,1.82,13761,14100,340,Car,1,409.73,28.43,32.05,30.23,26.98,0.94,13.15,0
1615,3.94,1.82,13769,14116,348,Car,1,406.07,28.28,29.89,29.27,6.55,0.22,3.17,1
1616,3.64,1.72,13778,14074,297,Car,2,411.45,33.90,35.34,34.77,30.69,0.88,16.69,1
1617,3.54,1.72,13804,14188,385,Car,2,411.57,26.31,27.31,26.80,38.48,1.43,-1.00,0
1618,4.14,1.92,13826,14128,303,Car,2,407.70,33.13,34.33,33.76,57.95,1.72,-1.00,1
1619,11.93,2.50,13839,14260,422,Truck,1,407.94,23.48,24.92,24.23,125.29,5.21,49.85,0
1620,9.60,1.92,13842,14223,382,Car,2,410.01,26.60,28.17,26.92,27.59,1.03,83.36,0
1621,16.98,2.50,13842,14250,409,Truck,1,405.93,24.22,25.86,24.89,15.16,0.61,-1.00,0
1622,3.74,1.82,13849,14187,339,Car,1,408.67,29.59,31.79,30.24,68.58,2.21,12.76,1
1623,4.75,2.02,13863,14244,382,Car,2,409.36,26.24,27.19,26.87,16.50,0.60,50.02,0
1624,13.85,2.50,13867,14319,453,Truck,2,409.49,21.97,23.29,22.66,121.61,5.53,-1.00,0
1625,4.35,1.82,13873,14174,302,Car,2,410.47,32.93,35.62,34.11,61.67,1.87,1572.51,0
1626,3.84,1.92,13878,14281,404,Car,1,408.36,25.01,25.72,25.35,26.52,1.05,26.07,0
1627,3.84,1.82,13900,14220,321,Car,2,404.86,30.62,34.06,31.65,25.49,0.81,-1.00,0
1628,4.75,1.92,13909,14303,395,Car,1,408.67,25.17,26.64,25.95,39.47,1.56,21.71,0
1629,4.65,2.02,13922,14246,325,Car,2,404.75,29.94,32.94,31.24,28.96,0.95,-1.00,0
1630,4.24,1.92,13924,14283,360,Car,2,390.09,26.47,27.39,27.16,37.84,1.39,44.71,0
1631,3.64,1.82,13940,14300,361,Car,2,393.47,25.67,27.86,27.31,14.84,0.54,28.66,0
1632,4.14,1.82,13940,14295,356,Car,1,403.19,25.25,30.04,28.40,16.14,0.63,10.57,1
1633,4.14,1.82,13946,14279,334,Car,2,410.47,29.66,31.99,30.83,24.55,0.82,255.43,0
1634,3.64,1.72,13960,14338,379,Car,2,411.27,24.48,29.34,27.21,34.35,1.36,16.81,0
1635,4.45,1.92,13968,14360,393,Car,1,408.65,24.56,26.94,26.07,51.46,1.98,43.41,0
1636,4.85,2.02,13971,14314,344,Car,2,410.67,28.84,31.39,29.95,24.26,0.84,-1.00,0
1637,4.14,1.72,13978,14300,323,Car,1,399.50,29.15,33.25,31.00,20.67,0.65,4.52,0
1638,4.24,1.82,13989,14362,374,Car,2,409.42,25.98,29.80,27.46,20.48,0.78,14.25,0
1639,3.84,1.82,13991,14383,393,Car,1,408.19,25.21,26.89,26.04,19.60,0.76,26.27,0
1640,4.65,2.02,13998,14410,413,Car,1,407.61,24.07,25.45,24.74,89.54,3.52,-1.00,0
1641,4.55,1.92,14005,14344,340,Car,1,406.96,29.03,31.24,30.03,34.94,1.20,-1.00,0
1642,4.85,1.92,14006,14347,342,Car,2,409.81,28.89,32.24,30.06,33.74,1.16,78.01,0
1643,13.04,2.50,14018,14475,458,Truck,2,407.75,21.50,22.79,22.31,12.61,0.55,-1.00,0
1644,4.14,1.92,14022,14414,393,Car,1,402.57,24.80,26.96,25.69,29.13,1.08,36.07,0
1645,11.42,2.50,14026,14437,412,Truck,2,408.52,23.43,25.73,24.84,25.94,1.10,-1.00,1
1646,3.74,1.82,14037,14380,344,Car,1,408.97,29.35,30.97,29.82,35.63,1.20,127.45,0
1647,4.55,1.82,14042,14376,335,Car,2,411.80,29.69,31.86,30.84,30.58,0.98,20.92,0
1648,3.74,1.82,14060,14470,411,Car,1,408.75,23.66,26.47,24.93,35.96,1.40,48.16,0
1649,4.45,1.82,14064,14439,376,Car,2,409.92,26.10,30.60,27.34,10.36,0.37,6.09,1
1650,4.55,1.92,14090,14466,377,Car,1,408.80,25.16,28.84,27.19,24.81,0.89,13.42,1
1651,6.77,2.22,14092,14415,324,Car,2,408.92,30.33,32.92,31.66,45.21,1.39,45.30,0
1652,16.88,2.50,14097,14542,446,Truck,2,409.66,22.17,23.91,23.02,45.96,1.95,61.57,0
1653,4.55,1.92,14105,14476,372,Car,2,410.84,26.52,29.77,27.70,37.39,1.34,18.05,0
1654,4.55,1.92,14111,14486,376,Car,1,401.46,25.99,27.47,26.78,17.81,0.67,9.28,0
1655,3.94,1.82,14135,14484,350,Car,1,407.98,27.97,30.10,29.24,111.45,3.93,-1.00,0
1656,4.14,1.82,14152,14514,363,Car,2,409.66,27.73,29.79,28.31,39.51,1.42,32.90,0
1657,13.85,3.13,14168,14585,418,Car,1,407.17,23.54,25.34,24.42,70.69,2.87,-1.00,0
1658,4.04,1.82,14173,14528,356,Car,1,409.23,27.23,30.02,28.84,39.31,1.44,82.65,0
1659,4.24,1.82,14178,14470,293,Car,2,411.88,33.98,36.00,35.29,38.47,1.11,7.85,0
1660,4.95,2.12,14199,14572,374,Car,1,408.87,26.10,29.05,27.42,87.27,3.07,47.09,0
1661,4.45,1.92,14200,14554,355,Car,1,408.37,27.61,29.62,28.85,24.10,0.84,265.00,0
1662,4.14,1.82,14208,14626,419,Car,1,400.89,23.55,24.43,23.98,35.37,1.49,77.16,0
1663,6.06,2.12,14212,14581,370,Car,2,410.72,26.96,29.20,27.84,60.54,2.24,-1.00,0
1664,16.47,2.50,14229,14640,412,Truck,2,408.61,23.59,25.73,24.85,84.02,3.33,60.01,0
1665,4.45,1.92,14238,14632,395,Car,1,407.66,24.08,26.91,25.88,34.66,1.44,-1.00,0
1666,4.65,1.92,14241,14611,371,Car,2,409.66,27.39,28.27,27.70,23.84,0.86,39.79,0
1667,4.14,1.92,14243,14592,350,Car,1,402.30,26.16,30.51,28.83,43.43,1.59,53.44,0
1668,4.45,1.92,14244,14540,297,Car,2,410.28,34.09,35.53,34.67,88.45,2.59,80.16,0
1669,4.75,1.92,14263,14633,371,Car,2,410.33,27.53,28.24,27.74,17.53,0.63,31.17,0
1670,4.24,1.92,14269,14633,365,Car,1,409.58,25.65,30.05,28.14,23.63,0.92,-1.00,0
1671,4.95,1.92,14284,14592,309,Car,2,409.95,31.69,34.56,33.29,48.60,1.41,183.16,0
1672,4.75,2.02,14292,14664,373,Car,1,409.39,25.61,30.09,27.53,19.06,0.74,348.36,0
1673,4.65,1.92,14301,14703,403,Car,1,409.00,22.55,27.40,25.45,58.16,2.57,143.99,0
1674,4.85,1.92,14315,14679,365,Car,2,410.53,26.74,29.56,28.21,49.64,1.68,32.89,0
1675,4.85,1.92,14323,14694,372,Car,1,408.90,25.83,30.47,27.57,25.95,1.00,85.07,0
1676,4.24,1.92,14327,14777,451,Car,1,409.89,21.38,25.95,22.78,111.79,5.13,-1.00,0
1677,4.14,1.87,14334,14747,414,Car,1,409.68,22.56,27.21,24.81,26.13,1.15,-1.00,0
1678,4.95,2.02,14338,14698,361,Car,2,409.97,27.41,29.71,28.49,15.71,0.55,24.58,0
1679,4.45,1.82,14352,14637,286,Car,2,408.20,34.49,36.58,35.83,58.24,1.66,17.35,0
1680,4.24,1.82,14357,14723,367,Car,2,410.06,27.07,29.53,28.03,16.49,0.60,-1.00,0
1681,4.45,2.02,14364,14821,458,Car,1,409.33,21.80,23.16,22.40,20.99,0.95,21.60,0
1682,4.14,2.02,14373,14731,359,Car,1,408.66,27.42,29.69,28.55,35.86,1.23,20.74,0
1683,7.07,2.12,14379,14742,364,Car,2,406.98,26.79,29.56,28.04,14.00,0.49,46.21,0
1684,4.14,1.92,14401,14863,463,Car,1,409.15,21.36,23.04,22.15,28.46,1.25,69.96,0
1685,4.65,1.92,14404,14737,334,Car,2,410.04,29.23,33.17,30.80,12.43,0.41,7.05,1
1686,4.55,1.92,14410,14771,362,Car,1,408.06,26.91,29.50,28.27,35.56,1.32,-1.00,0
1687,5.05,2.02,14416,14699,284,Car,2,410.09,34.44,37.15,36.24,86.08,2.32,32.64,0
1688,7.07,2.50,14426,14821,396,Truck,1,407.33,22.95,27.83,25.79,74.42,2.74,170.87,0
1689,4.45,2.02,14440,14893,454,Car,1,408.20,22.17,23.04,22.53,22.32,1.00,25.12,0
1690,4.75,2.02,14446,14810,365,Car,1,408.53,25.79,30.94,28.08,34.91,1.35,130.76,0
1691,4.45,1.82,14448,14830,383,Car,1,409.88,23.37,30.15,26.84,14.90,0.52,10.37,1
1692,16.67,2.50,14463,14920,458,Truck,2,408.61,21.86,23.12,22.36,212.90,9.74,-1.00,0
1693,4.45,1.92,14472,14918,447,Car,1,408.76,22.37,23.56,22.92,17.14,0.75,21.16,0
1694,5.26,1.92,14478,14763,286,Car,2,411.44,34.91,37.25,36.12,31.07,0.87,8.33,0
1695,5.36,2.12,14482,14878,397,Car,1,408.48,24.21,27.44,25.80,24.96,0.99,69.44,0
1696,4.45,1.92,14483,14855,373,Car,1,408.82,25.24,29.12,27.49,21.13,0.73,62.34,0
1697,3.64,1.82,14502,14942,441,Car,1,409.19,22.78,24.06,23.26,18.22,0.78,17.77,0
1698,4.85,1.92,14514,14763,250,Car,2,339.59,32.77,35.34,34.08,29.93,0.91,8.01,0
1699,5.36,2.02,14517,14817,301,Car,2,390.75,30.66,33.79,32.58,32.05,1.04,-1.00,1
1700,4.85,1.92,14521,14903,383,Car,1,410.04,24.89,28.65,26.85,34.67,1.39,-1.00,0
1701,4.14,1.82,14527,14931,405,Car,1,409.42,22.85,27.23,25.35,40.00,1.70,134.03,0
1702,4.75,1.92,14528,14831,304,Car,2,410.14,32.41,36.86,33.85,11.88,0.36,3.91,0
1703,4.14,1.72,14531,14853,323,Car,2,411.41,30.88,32.62,31.96,33.37,1.08,151.81,0
1704,4.85,1.92,14552,14876,325,Car,2,409.97,30.77,32.16,31.66,20.07,0.65,149.54,0
1705,4.95,1.92,14555,14941,387,Car,1,409.77,24.63,28.59,26.55,29.07,1.18,-1.00,0
1706,4.04,1.92,14556,14956,401,Car,1,408.91,23.55,27.22,25.57,21.97,0.86,25.88,0
1707,16.88,2.50,14584,15025,442,Truck,1,407.07,22.69,23.68,23.09,57.63,2.50,89.05,0
1708,3.84,1.92,14595,14988,394,Car,1,410.01,23.87,27.36,26.09,35.67,1.49,278.47,0
1709,4.35,1.72,14607,14934,328,Car,2,404.09,29.70,32.68,30.92,63.83,2.15,-1.00,0
1710,4.45,1.92,14619,15039,421,Car,1,410.16,22.77,25.98,24.42,55.75,2.44,-1.00,0
1711,4.55,1.92,14624,14905,282,Car,2,408.21,35.36,37.69,36.33,106.31,2.89,34.34,0
1712,3.84,1.82,14627,15060,434,Car,1,409.30,23.39,23.98,23.64,29.94,1.25,30.63,0
1713,4.35,1.82,14638,14972,335,Car,2,409.23,29.43,32.24,30.64,32.08,1.09,-1.00,0
1714,4.55,1.92,14639,15012,374,Car,1,402.51,23.98,29.66,26.99,30.09,1.02,15.80,0
1715,3.94,1.72,14646,14922,277,Car,2,408.35,36.08,37.42,37.00,21.77,0.58,28.61,0
1716,15.46,2.50,14656,15058,403,Truck,2,408.97,24.52,26.27,25.44,127.69,4.97,50.17,0
1717,4.35,1.82,14665,14942,278,Car,2,410.37,36.59,37.95,37.08,24.80,0.67,38.38,0
1718,4.65,2.02,14665,15063,399,Car,1,402.21,24.29,27.28,25.28,9.58,0.37,4.76,1
1719,4.75,1.82,14666,15053,388,Car,1,408.57,24.01,27.20,26.41,20.99,0.77,39.85,0
1720,4.55,1.92,14675,15011,337,Car,2,410.07,30.05,31.78,30.53,38.45,1.27,94.97,0
1721,3.84,1.82,14679,15101,423,Car,1,409.41,22.66,24.86,24.27,21.57,0.89,201.86,0
1722,5.26,2.12,14711,15117,407,Car,1,409.25,22.29,27.40,25.21,38.92,1.74,-1.00,0
1723,4.55,2.02,14737,15157,421,Car,1,409.80,22.32,25.66,24.40,49.03,2.01,31.75,0
1724,4.24,1.82,14744,15049,306,Car,2,410.42,32.33,34.69,33.66,45.88,1.38,14.88,0
1725,16.78,2.50,14758,15164,407,Truck,2,407.61,23.66,26.10,25.09,84.33,3.46,-1.00,0
1726,4.14,1.82,14767,15191,425,Car,1,409.47,22.68,25.27,24.15,101.36,4.47,137.32,0
1727,3.74,1.82,14772,15086,315,Car,2,410.93,31.60,33.96,32.74,32.84,1.04,39.04,0
1728,4.24,1.82,14773,15222,450,Car,1,409.58,19.04,27.82,22.81,52.34,2.74,-1.00,0
1729,5.05,2.02,14792,15227,436,Car,1,409.97,20.89,26.31,23.57,44.20,2.11,67.64,0
1730,4.85,2.02,14794,15245,452,Car,1,410.32,19.36,26.17,22.75,11.35,0.50,10.99,1
1731,4.14,1.72,14797,15117,321,Car,2,409.31,30.76,34.09,32.00,26.28,0.82,102.16,0
1732,4.65,2.02,14802,15235,434,Car,1,409.09,22.07,24.82,23.63,26.93,1.21,-1.00,0
1733,3.94,1.82,14809,15210,402,Car,2,409.42,25.01,26.67,25.54,41.99,1.65,23.47,0
1734,3.94,2.02,14824,15271,448,Car,1,410.39,18.65,28.34,22.95,19.45,1.01,285.40,0
1735,4.35,1.92,14830,15276,447,Car,1,409.66,20.18,24.73,22.97,22.42,0.91,97.79,0
1736,6.06,2.32,14851,15277,427,Car,1,357.66,20.37,22.37,21.00,6.47,0.30,-1.00,1
1737,4.95,1.92,14852,15277,426,Car,1,373.37,21.35,22.86,21.97,39.22,1.83,-1.00,0
1738,4.95,2.12,14868,15277,410,Car,1,365.73,20.22,26.15,22.36,27.44,1.34,42.95,0
1739,4.75,1.92,14886,15277,392,Car,1,335.11,20.38,25.34,21.44,22.84,1.03,29.92,0
1740,3.64,1.82,14887,15277,391,Car,1,340.88,20.06,22.73,21.86,12.61,0.58,25.78,0
1741,4.65,2.02,14890,15277,388,Car,1,331.87,20.03,24.22,21.45,9.75,0.47,10.73,0
1742,3.64,1.72,14910,15256,347,Car,2,410.38,28.77,31.37,29.67,52.12,1.73,12.44,0
1743,4.85,2.02,14917,15277,361,Car,1,309.71,20.55,23.88,21.52,13.52,0.65,13.41,0
1744,4.14,1.92,14922,15277,356,Car,1,302.09,20.39,21.90,21.28,23.44,1.14,146.96,0
1745,4.04,1.82,14923,15277,355,Car,1,298.83,20.63,22.55,21.12,24.71,1.18,39.63,0
1746,4.75,2.02,14925,15245,321,Car,2,410.17,31.33,32.80,32.07,155.08,4.90,235.86,0
1747,4.75,1.92,14951,15277,327,Car,1,283.37,20.70,22.54,21.74,16.37,0.76,12.86,0
1748,3.94,1.92,14963,15277,315,Car,1,274.90,21.62,22.15,21.89,23.27,1.05,17.93,0
1749,4.04,1.82,14965,15277,313,Car,1,265.84,20.81,21.84,21.31,26.20,1.23,24.29,0
1750,6.16,2.22,14981,15277,297,Car,2,373.11,30.57,32.68,31.53,62.77,2.05,-1.00,0
1751,4.35,2.02,14986,15277,292,Car,1,250.97,20.42,22.52,21.58,10.58,0.50,17.41,0
1752,3.94,1.72,15003,15277,275,Car,2,347.26,31.50,32.04,31.70,19.13,0.60,23.12,0
1753,4.04,1.82,15006,15277,272,Car,1,225.01,19.09,21.56,20.77,12.14,0.63,-1.00,0
1754,16.67,2.50,15016,15277,262,Truck,2,245.99,23.21,23.99,23.58,104.89,4.51,-1.00,0
1755,4.95,1.92,15018,15277,260,Car,2,375.13,35.45,37.35,36.24,-1.00,-1.00,-1.00,0
1756,4.85,1.92,15037,15277,241,Car,2,312.72,32.25,32.93,32.59,30.09,0.91,27.54,0
1757,3.94,1.72,15053,15277,225,Car,1,170.16,17.77,20.75,19.00,33.12,1.86,152.90,0
1758,4.24,1.82,15057,15277,221,Car,2,343.44,38.58,39.54,39.07,28.58,0.73,12.12,0
1759,4.95,2.02,15065,15277,213,Car,1,202.15,23.10,24.67,23.86,77.30,3.13,29.83,0
1760,16.98,2.50,15067,15277,211,Truck,1,172.89,19.66,21.58,20.59,72.60,3.69,-1.00,0
1761,4.35,2.12,15076,15277,202,Car,1,153.57,18.19,20.44,19.10,10.69,0.57,23.55,0
1762,4.14,1.82,15088,15277,190,Car,1,178.19,22.93,23.90,23.60,17.27,0.75,155.38,0
1763,5.15,2.12,15102,15277,176,Car,1,133.90,18.51,21.32,19.15,12.43,0.66,28.62,1
1764,4.65,1.72,15102,15277,176,Car,2,242.07,34.32,35.00,34.62,67.23,1.92,30.56,0
1765,4.85,1.92,15110,15277,168,Car,1,156.19,21.99,24.77,23.42,14.79,0.67,17.49,0
1766,4.45,2.02,15112,15277,166,Car,1,134.99,19.43,21.33,20.46,16.05,0.81,-1.00,0
1767,12.43,2.93,15146,15277,132,Car,1,101.24,18.99,19.75,19.35,19.84,1.01,35.92,0
1768,4.95,2.12,15170,15277,108,Car,1,95.12,22.06,22.35,22.26,34.69,1.57,28.87,0
1769,4.95,2.02,15176,15277,102,Car,1,76.68,18.45,19.64,19.02,18.18,0.98,-1.00,0
1770,4.65,1.92,15181,15277,97,Car,1,84.24,21.35,22.22,21.96,64.22,2.94,39.90,0
1771,4.85,2.02,15204,15277,74,Car,1,61.99,20.59,21.85,21.30,14.62,0.71,33.70,0
1772,4.35,1.92,15206,15277,72,Car,1,53.93,19.00,19.11,19.03,16.98,0.89,63.63,0
1773,4.04,1.72,15214,15277,64,Car,1,55.11,21.95,22.04,21.98,34.20,1.55,-1.00,0
1774,4.55,1.82,15230,15277,48,Car,1,37.89,20.05,20.50,20.26,9.95,0.49,-1.00,0
1775,4.75,2.02,15236,15277,42,Car,1,33.26,19.80,21.00,20.40,22.31,1.12,-1.00,0
1776,4.75,1.82,15244,15277,34,Car,2,42.25,32.01,32.32,32.17,191.42,5.98,-1.00,0
